0,1,2,3,4,5,6,7,8,9,Maturity
0.0357135256117882,0.0357135256117882,0.03509255218616336,0.0357135256117882,0.03509255218616336,0.0357135256117882,0.0357135256117882,0.033232236440747576,0.03261299821336028,0.03137582021256513,0.16666666666666666
0.026403746389059846,0.026247498019374316,0.026403746389059846,0.026091289288209474,0.026872729470104773,0.027029136534769238,0.027029136534769238,0.026403746389059846,0.02531083971773107,0.024843044737766995,0.6666666666666666
0.028198324488931448,0.028289370330860653,0.028380206812828268,0.02810763615995704,0.029017003596564894,0.028925818115807633,0.029928570712093983,0.02901734429744174,0.028017305143861915,0.02756341703806009,1.1666666666666667
0.02606501473278877,0.026192918794902598,0.02612832312241009,0.025938108397987936,0.027021499905334423,0.027598841007475672,0.02798068574251622,0.02708656419256661,0.02594001965002768,0.02568697002835929,1.6666666666666667
0.02635585840051613,0.02650468936729511,0.02655421337319197,0.026307602291801402,0.02749503203117687,0.028042487284011708,0.028488092141496946,0.027645627981415233,0.02645888436255861,0.026263369892359778,2.1666666666666665
0.024619805579493947,0.02490027989557486,0.02498015526363373,0.024825387354701522,0.026051827186805987,0.02661039333464088,0.02704435027965868,0.02633595021156898,0.02515098098554791,0.025038263611227407,2.6666666666666665
0.024308354602878834,0.024301271691856696,0.024710874341774547,0.024652169250507505,0.025288729512843888,0.026165602429254697,0.026974503256228965,0.026250143136086868,0.025130534551084827,0.024900904825893244,3.1666666666666665
0.025659261852998272,0.02553278727812125,0.025978372881110268,0.02613867931132896,0.02654220881331204,0.027425012674329174,0.028310944624733825,0.02764967471401003,0.026190041779659,0.025899819151263825,3.6666666666666665
0.025615221444700076,0.02577215973802849,0.026051357933096986,0.026139040757822585,0.026992272235066395,0.02759425244424074,0.02836065742140348,0.02773827737915413,0.026316376945378916,0.026066048140438447,4.166666666666667
0.026871684108416005,0.0270619232009206,0.02728976875372613,0.02744127278514763,0.028337569789219197,0.02905690536742589,0.029701588092547526,0.02908627052008228,0.02774918911102886,0.02747308310171004,4.666666666666667
0.027943688104324682,0.028458467779670205,0.028556547076035832,0.028557746572961173,0.02975394011889776,0.03055908753134995,0.03102086396335335,0.03017174396352984,0.028863787482941383,0.028698958900835514,5.166666666666667
